,ligand,cluster_name
15892,JE7,JE7
15893,JE4,JE4
15894,8OJ,8OJ
15895,J8A,J8A
15896,KQV,KQV
15897,J87,J87
15898,J73,J73
15899,J6W,J6W
15900,K3A,K3A-like
15901,J5G,K3A-like
15902,9VQ,9VQ-like
15903,8S4,9VQ-like
15904,8PG,8PG
15905,J3E,J3E
15906,J3B,J3B
15907,8PM,8PM
15908,J62,J62-like
15909,J5E,J62-like
15910,8PS,8PS
15911,8Q3,8Q3-like
15912,8PU,8Q3-like
15913,8QC,8QC-like
15914,8PX,8QC-like
15915,8Q2,8Q2
15916,8PA,8PA
15917,8Q7,8Q7
15918,JE1,JE1
15919,JDX,JDX
15920,JDQ,JDQ
15921,JDK,JDK
15922,8RP,8RP
15923,J9Z,J9Z
15924,JB9,JB9
15925,8RR,8RR
15926,JAR,JAR
15927,JEH,JEH
15928,JAO,JAO
15929,8R6,8R6
15930,JAC,JAC
15931,JA2,JA2
15932,KBG,KBG
15933,JPW,JPW
15934,K4A,K4A
15935,K47,K47
15936,K3W,K3W
15937,8RN,8RN
15938,8RK,8RK
15939,8RB,8RB
15940,8P6,8P6
15941,8P2,8P2
15942,JDE,JDE
15943,JDC,JDC
15944,8P3,8P3
15945,JBG,JBG
15946,8P4,8P4
15947,8P8,8P8
15948,8R8,8R8
15949,8Q6,8Q6
15950,8Q8,8Q8
15951,8R5,8R5
15952,J91,J91
15953,J90,J90
15954,J8Z,J8Z
15955,J77,J77
15956,J7B,J7B
15957,8U9,8U9
15958,8SH,8SH
15959,JO7,JO7
15960,JO1,JO1
15961,8T5,8T5
15962,JNS,JNS
15963,8T7,8T7
15964,8T9,8T9
15965,JNH,JNH
15966,8TD,8TD
15967,JPQ,JPQ
15968,JPN,JPN
15969,JPA,JPA
15970,JP1,JP1
15971,8SX,8SX
15972,8SV,8SV
15973,JOM,JOM
15974,JOB,JOB
15975,8T0,8T0
15976,JLB,JLB-like
15977,JKQ,JLB-like
15978,JGS,JGS
15979,JEW,JEW
15980,JET,JET
15981,JG1,JG1
15982,VOH,VOH-like
15983,JHD,VOH-like
15984,JH2,JH2
15985,JH0,JH0
15986,JGQ,JGQ
15987,JG7,JG7
15988,JGP,JGP
15989,JGN,JGN
15990,935,935
15991,JGE,JGE
15992,931,931-like
15993,930,931-like
15994,JGA,JGA
15995,JLO,JLO
15996,JL9,JL9
15997,8U8,8U8
15998,JL8,JL8
15999,8V6,8V6
16000,8V7,8V7
16001,J6N,J6N
16002,8V8,8V8
16003,8VO,8VO-like
16004,8V9,8VO-like
16005,J6E,J6E
16006,8VK,8VK
16007,8TW,8TW
16008,8U0,8U0
16009,8U3,8U3
16010,J80,J80
16011,J7Z,J7Z
16012,J7V,J7V
16013,JMV,JMV-like
16014,8U4,JMV-like
16015,8U6,8U6
16016,JEG,JEG
16017,JEJ,JEJ
16018,JPR,JPR
16019,8UY,8UY
16020,8SK,8SK
16021,8SN,8SN
16022,JL1,JL1
16023,8SQ,8SQ
16024,8TS,8TS
16025,8UV,8UV
16026,JMY,JMY
16027,8V4,8V4
16028,8V0,8V0
16029,JEN,JEN
16030,8V3,8V3
16031,JM5,JM5
16032,JM4,JM4
16033,JM2,JM2
16034,K3N,K3N
16035,8QJ,8QJ
16036,K37,K37
16037,JQY,JQY
16038,92L,92L
16039,JSK,JSK
16040,JSJ,JSJ
16041,92N,92N
16042,JSG,JSG
16043,JSA,JSA
16044,92T,92T
16045,92U,92U
16046,92X,92X
16047,91F,91F
16048,JTV,JTV
16049,91J,91J
16050,JTP,JTP
16051,JTN,JTN
16052,JTK,JTK
16053,92J,92J
16054,JT5,JT5
16055,92H,92H
16056,K81,K81
16057,906,906
16058,K8K,K8K
16059,K8D,K8D
16060,K8A,K8A
16061,908,908
16062,K84,K84
16063,K80,K80
16064,92G,92G
16065,K7V,K7V
16066,K7S,K7S
16067,K7I,K7I
16068,92D,92D
16069,K09,K09
16070,JTE,JTE
16071,JS5,JS5
16072,JQT,JQT
16073,K5M,K5M
16074,JQP,JQP
16075,8WT,8WT
16076,JZA,JZA
16077,JZ8,JZ8
16078,8WW,8WW
16079,SEE,SEE-like
16080,8WY,SEE-like
16081,TIS,SEE-like
16082,RZ4,SEE-like
16083,JYS,JYS
16084,JYM,JYM
16085,JYI,JYI
16086,JYH,JYH
16087,8X0,8X0
16088,JY7,JY7
16089,8X1,8X1
16090,JY,JY
16091,JZI,JZI
16092,K08,K08
16093,JZD,JZD
16094,8WN,8WN
16095,JRD,JRD
16096,JS6,JS6
16097,91S,91S
16098,JQH,JQH
16099,JQF,JQF
16100,JQB,JQB
16101,JQ4,JQ4
16102,91Y,91Y
16103,JS4,JS4
16104,8WK,8WK
16105,JS2,JS2
16106,JS1,JS1
16107,JRZ,JRZ
16108,JRO,JRO
16109,8WF,8WF
16110,JRM,JRM
16111,K6Y,K6Y
16112,K5N,K5N
16113,KC5,KC5-like
16114,8QK,KC5-like
16115,K27,K27
16116,8QP,8QP
16117,K4J,K4J
16118,K4F,K4F
16119,K5G,K5G
16120,8QQ,8QQ
16121,K1H,K1H
16122,K1E,K1E
16123,8QS,8QS
16124,K0X,K0X
16125,K0W,K0W
16126,K0P,K0P
16127,K0M,K0M
16128,K1J,K1J
16129,K2P,K2P
16130,K2N,K2N
16131,K4M,K4M
16132,K4P,K4P
16133,K4S,K4S
16134,K4G,K4G
16135,K31,K31
16136,K30,K30
16137,K2Y,K2Y
16138,K4D,K4D
16139,K2V,K2V
16140,K4E,K4E
16141,K5E,K5E
16142,K4T,K4T
16143,K5D,K5D
16144,K58,K58
16145,K57,K57
16146,K55,K55
16147,K52,K52
16148,K4Z,K4Z
16149,K2C,K2C
16150,K24,K24
16151,K5P,K5P
16152,K21,K21
16153,KA5,KA5
16154,KB1,KB1
16155,KAV,KAV
16156,KAO,KAO
16157,KKP,KKP-like
16158,8ZJ,KKP-like
16159,K8V,K8V
16160,KHM,KHM-like
16161,8ZP,KHM-like
16162,8ZR,8ZR
16163,KKM,KKM-like
16164,8ZS,KKM-like
16165,K67,K67
16166,8ZV,8ZV
16167,8ZZ,8ZZ
16168,K5T,K5T
16169,K5S,K5S
16170,K5Q,K5Q
16171,K8Y,K8Y
16172,K97,K97
16173,K9A,K9A
16174,K5J,K5J
16175,90G,90G
16176,90J,90J
16177,K1V,K1V
16178,K1T,K1T
16179,K1Q,K1Q
16180,90O,90O-like
16181,90L,90O-like
16182,K5K,K5K
16183,K9K,K9K
16184,90M,90M
16185,KA2,KA2
16186,KA8,KA8-like
16187,K9Z,KA8-like
16188,90R,90R
16189,K9T,K9T
16190,K9L,K9L
16191,JF8,JF8
16192,JFE,JFE
16193,9DX,9DX
16194,LCE,LCE
16195,961,961
16196,962,962
16197,KJK,KJK
16198,KJG,KJG
16199,KJD,KJD
16200,KJ2,KJ2
16201,96B,96B
16202,KZK,KZK
16203,96C,96C
16204,96E,96E
16205,LDC,LDC
16206,96K,96K
16207,95W,95W
16208,LCL,LCL
16209,95U,95U
16210,KJZ,KJZ
16211,960,960
16212,94X,94X
16213,KK8,KK8
16214,KKQ,KKQ
16215,KKG,KKG
16216,93J,93J
16217,KLS,KLS
16218,KMN,KMN
16219,KME,KME
16220,KK7,KK7
16221,KHA,KHA
16222,93U,93U
16223,KHY,KHY
16224,93X,93X
16225,KHP,KHP
16226,KHO,KHO
16227,93Y,93Y
16228,LCF,LCF
16229,LDM,LDM
16230,KKZ,KKZ
16231,94Z,94Z
16232,LC2,LC2
16233,LBY,LBY
16234,9BM,9BM
16235,LBH,LBH
16236,LBF,LBF
16237,9GM,9GM
16238,9GB,9GB
16239,LF9,LF9
16240,LFD,LFD
16241,9GK,9GK
16242,LI5,LI5
16243,9GN,9GN
16244,WBT,WBT-like
16245,LI2,WBT-like
16246,LI0,LI0
16247,CR1,CR1-like
16248,9GP,CR1-like
16249,LC4,LC4
16250,LB7,LB7
16251,LB4,LB4
16252,LDY,LDY
16253,LF2,LF2
16254,954,954
16255,LEH,LEH
16256,LEG,LEG
16257,LHS,LHS-like
16258,LE7,LHS-like
16259,N9M,N9M-like
16260,959,N9M-like
16261,LC5,LC5
16262,MCW,MCW-like
16263,LA7,MCW-like
16264,95E,95E
16265,LAZ,LAZ
16266,LAS,LAS
16267,LAN,LAN
16268,LAJ,LAJ
16269,LA9,LA9
16270,KKY,KKY
16271,KGY,KGY
16272,9GQ,9GQ
16273,KUM,KUM
16274,9AH,9AH
16275,KU5,KU5
16276,KU2,KU2
16277,KU0,KU0
16278,9AQ,9AQ
16279,KTR,KTR
16280,KTP,KTP
16281,9AR,9AR
16282,KTN,KTN
16283,KTK,KTK
16284,KTA,KTA
16285,9AX,9AX
16286,KUA,KUA
16287,9B4,9B4
16288,KUV,KUV
16289,99B,99B
16290,99A,99A
16291,KYZ,KYZ
16292,KT3,KT3
16293,8OE,8OE-like
16294,8OB,8OE-like
16295,985,985
16296,98G,98G-like
16297,98D,98G-like
16298,KNW,KNW
16299,KQZ,KQZ-like
16300,KQK,KQZ-like
16301,KQE,KQE
16302,KXO,KXO
16303,KZ8,KZ8
16304,KXB,KXB
16305,KXA,KXA
16306,KWV,KWV
16307,KWP,KWP
16308,KWD,KWD
16309,KZ9,KZ9
16310,KUP,KUP
16311,KUJ,KUJ
16312,94U,94U
16313,KUE,KUE
16314,96Q,96Q
16315,KCH,KCH
16316,KC8,KC8
16317,KC7,KC7
16318,KC6,KC6
16319,KCT,KCT
16320,M31,M31-like
16321,KDQ,M31-like
16322,94J,94J
16323,94K,94K
16324,KDI,KDI
16325,94N,94N
16326,KDB,KDB
16327,94Q,94Q
16328,KD5,KD5
16329,94T,94T
16330,KCO,KCO
16331,9A8,9A8
16332,9A5,9A5
16333,99N,99N
16334,KUB,KUB
16335,KVB,KVB
16336,KEV,KEV
16337,9BJ,9BJ
16338,KEJ,KEJ
16339,99K,99K
16340,99R,99R-like
16341,99O,99R-like
16342,KFN,KFN
16343,KDY,KDY
16344,KDV,KDV
16345,KF1,KF1
16346,KGN,KGN
16347,KFQ,KFQ
16348,9A0,9A0
16349,LHW,LHW
16350,LHF,LHF
16351,9DS,9DS
16352,9C8,9C8
16353,L9D,L9D
16354,L9A,L9A
16355,L91,L91
16356,9BY,9BY
16357,9C0,9C0
16358,L74,L74
16359,L5B,L5B
16360,L57,L57
16361,9C1,9C1
16362,L54,L54
16363,L50,L50
16364,L4Y,L4Y
16365,L4T,L4T
16366,L4D,L4D
16367,9C4,9C4
16368,L9L,L9L
16369,L9M,L9M
16370,L9S,L9S
16371,9CX,9CX
16372,L43,L43
16373,9CT,9CT
16374,9CU,9CU
16375,9CV,9CV
16376,L8D,L8D
16377,L8A,L8A
16378,L81,L81
16379,9CE,9CE
16380,L7Y,L7Y
16381,L7P,L7P
16382,9D5,9D5
16383,9CH,9CH
16384,9CF,9CF
16385,L8Y,L8Y
16386,L47,L47
16387,9CB,9CB
16388,L0K,L0K
16389,9CC,9CC
16390,JI1,JI1
16391,JHH,JHH
16392,JKK,JKK
16393,JKJ,JKJ
16394,JKG,JKG
16395,JK7,JK7
16396,JK5,JK5
16397,JK4,JK4
16398,JJY,JJY
16399,JJW,JJW
16400,JJV,JJV
16401,D2P,D2P-like
16402,9DC,D2P-like
16403,JJN,JJN
16404,JKM,JKM
16405,JFT,JFT
16406,JIL,JIL
16407,JIN,JIN
16408,9EZ,9EZ
16409,L69,L69
16410,L6Y,L6Y
16411,9D8,9D8
16412,L6G,L6G
16413,9EA,9EA
16414,9EC,9EC
16415,L6C,L6C
16416,L66,L66
16417,JJA,JJA
16418,9EJ,9EJ
16419,9EL,9EL
16420,L5T,L5T
16421,KBH,KBH
16422,9ES,9ES
16423,9EU,9EU
16424,L0F,L0F
16425,L0R,L0R
16426,9GY,9GY
16427,9JA,9JA
16428,LFK,LFK
16429,LFG,LFG
16430,LFF,LFF
16431,LFE,LFE
16432,LGE,LGE
16433,LH2,LH2
16434,9H5,9H5
16435,LGN,LGN
16436,LGH,LGH
16437,LGG,LGG
16438,BKQ,BKQ-like
16439,9J3,BKQ-like
16440,L9Y,L9Y
16441,L2M,L2M
16442,L2G,L2G
16443,L2D,L2D
16444,LHM,LHM-like
16445,LFM,LHM-like
16446,LFN,LFN
16447,9FN,9FN
16448,9G7,9G7
16449,9GZ,9GZ
16450,LJ2,LJ2
16451,LJ1,LJ1
16452,LIY,LIY
16453,LIX,LIX
16454,9H2,9H2
16455,9G6,9G6
16456,9FM,9FM
16457,LIS,LIS
16458,9F9,9F9
16459,9FD,9FD-like
16460,9FA,9FD-like
16461,LG8,LG8
16462,LG1,LG1
16463,LFV,LFV
16464,9J8,9J8
16465,L23,L23
16466,L0T,L0T
16467,9JK,9JK
16468,KZP,KZP
16469,KZN,KZN
16470,9HS,9HS
16471,L1E,L1E
16472,9HV,9HV
16473,L1B,L1B
16474,L1A,L1A
16475,9F5,9F5
16476,9CG,9CG
16477,L14,L14
16478,L13,L13
16479,9CJ,9CJ
16480,L0Z,L0Z
16481,L0Y,L0Y
16482,9CL,9CL
16483,KZT,KZT
16484,9HK,9HK
16485,L0A,L0A
16486,L3T,L3T
16487,9JN,9JN
16488,9JR,9JR
16489,L2T,L2T
16490,L41,L41
16491,9IN,9IN
16492,9HY,9HY
16493,L3G,L3G
16494,L1G,L1G
16495,L3B,L3B
16496,L39,L39
16497,L36,L36
16498,9HB,9HB
16499,L31,L31
16500,9HD,9HD
16501,72X,72X
16502,7LH,7LH
16503,01B,01B
16504,CD6,CD6
16505,X24,X24
16506,CD4,CD4
16507,SLF,SLF
16508,X1R,X1R
16509,X1N,X1N
16510,X16,X16
16511,SLL,SLL
16512,B8E,B8E
16513,B8D,B8D
16514,SLP,SLP
16515,SLR,SLR
16516,CCB,CCB
16517,X13,X13
16518,CCI,CCI
16519,X2C,X2C
16520,CCK,CCK
16521,SOX,SOX
16522,SP3,SP3
16523,SP6,SP6
16524,SP7,SP7
16525,SP8,SP8
16526,CCR,CCR
16527,SPC,SPC
16528,SLC,SLC
16529,CD7,CD7
16530,CDF,CDF
16531,BAE,BAE
16532,S62,S62
16533,S74,S74
16534,BAY,BAY
16535,S7M,S7M
16536,S82,S82
16537,S84,S84
16538,SFA,SFA
16539,SMO,SMO
16540,SMQ,SMQ
16541,BAJ,BAJ
16542,SMZ,SMZ
16543,X8G,X8G
16544,SN2,SN2
16545,CDS,CDS
16546,SM7,SM7
16547,SM6,SM6
16548,SM4,SM4
16549,X87,X87-like
16550,X84,X87-like
16551,CDU,CDU
16552,X4D,X4D
16553,X4C,X4C
16554,X72,X72-like
16555,X4B,X72-like
16556,X28,X28
16557,CCT,CCT
16558,X3J,X3J
16559,B80,B80
16560,X3H,X3H
16561,W10,W10
16562,SFQ,SFQ
16563,B8V,B8V
16564,W09,W09
16565,B8O,B8O
16566,W05,W05
16567,BB4,BB4
16568,BDH,BDH
16569,BDE,BDE
16570,BDB,BDB
16571,SJJ,SJJ
16572,VZZ,VZZ
16573,SJP,SJP
16574,BDA,BDA
16575,W2R,W2R
16576,CF7,CF7
16577,W70,W70
16578,W6Y,W6Y
16579,W61,W61
16580,SKA,SKA
16581,SKK,SKK
16582,W54,W54
16583,SKP,SKP
16584,SFM,SFM
16585,W14,W14
16586,B90,B90
16587,VSB,VSB
16588,B7X,B7X
16589,SPR,SPR
16590,B7V,B7V
16591,X3G,X3G
16592,SNN,SNN
16593,X2M,X2M
16594,SOF,SOF
16595,B8J,B8J
16596,SGF,SGF
16597,SGL,SGL
16598,CEW,CEW
16599,W1Z,W1Z
16600,SGW,SGW
16601,SH0,SH0
16602,B98,B98
16603,SH2,SH2
16604,WNN,WNN
16605,B94,B94
16606,W2C,W2C
16607,W23,W23
16608,W22,W22
16609,B91,B91
16610,S5Z,S5Z
16611,S88,S88
16612,BD0,BD0
16613,SEI,SEI
16614,SF2,SF2
16615,WV7,WV7
16616,C4B,C4B
16617,WPP,WPP
16618,C4F,C4F
16619,WPC,WPC
16620,C4H,C4H
16621,WP1,WP1
16622,SCT,SCT
16623,SDT,SDT
16624,WOW,WOW
16625,SCU,SCU
16626,WOS,WOS
16627,BJ4,BJ4
16628,WOP,WOP
16629,WOO,WOO
16630,WOE,WOE
16631,NM3,NM3-like
16632,C2T,NM3-like
16633,SD2,SD2
16634,WR1,WR1
16635,O1C,O1C-like
16636,C3O,O1C-like
16637,BIX,BIX
16638,SDJ,SDJ
16639,SF1,SF1
16640,BHV,BHV
16641,S8M,S8M
16642,SE5,SE5
16643,SC4,SC4
16644,SC6,SC6
16645,BKA,BKA
16646,X0T,X0T
16647,SCF,SCF-like
16648,SC9,SCF-like
16649,SCI,SCI
16650,X0R,X0R
16651,X0P,X0P
16652,X0J,X0J
16653,X0D,X0D
16654,BIE,BIE
16655,X0B,X0B
16656,SAV,SAV
16657,SB1,SB1
16658,SBX,SBX-like
16659,SB3,SBX-like
16660,X09,X09
16661,X04,X04
16662,WZC,WZC
16663,C41,C41
16664,C44,C44
16665,SBC,SBC
16666,C47,C47
16667,BHW,BHW
16668,C2V,C2V
16669,SDL,SDL
16670,BIR,BIR
16671,SDR,SDR
16672,S38,S38
16673,S5P,S5P
16674,SAK,SAK
16675,B9S,B9S
16676,S8Y,S8Y
16677,C3J,C3J
16678,C3K,C3K
16679,C8G,C8G
16680,S91,S91
16681,S94,S94
16682,B9O,B9O
16683,X67,X67-like
16684,X66,X67-like
16685,S9T,S9T
16686,X64,X64
16687,SAE,SAE
16688,SAF,SAF
16689,SAG,SAG
16690,X75,X75-like
16691,X62,X75-like
16692,X5G,X5G
16693,SAJ,SAJ
16694,CD9,CD9
16695,X7E,X7E
16696,X9G,X9G
16697,S36,S36
16698,X11,X11
16699,WRG,WRG
16700,WS7,WS7
16701,C2W,C2W
16702,BIQ,BIQ
16703,WTC,WTC
16704,S41,S41
16705,S45,S45
16706,BIM,BIM
16707,BIK,BIK
16708,WST,WST
16709,S4B,S4B
16710,WSD,WSD
16711,S54,S54
16712,B9Y,B9Y
16713,S56,S56
16714,WS6,WS6
16715,BA2,BA2
16716,S29,S29
16717,C35,C35
16718,S2H,S2H
16719,S2I,S2I
16720,C39,C39
16721,S2X,S2X
16722,WRO,WRO
16723,BD1,BD1
16724,BDI,BDI
16725,WYP,WYP
16726,REV,REV
16727,W7L,W7L
16728,W7K,W7K
16729,W7J,W7J
16730,W7I,W7I
16731,W7H,W7H
16732,W7F,W7F
16733,W7D,W7D
16734,RX0,RX0
16735,RX3,RX3
16736,RX5,RX5
16737,RX6,RX6
16738,W7C,W7C
16739,W7B,W7B
16740,ROD,ROD
16741,RXR,RXR
16742,W83,W83
16743,W85,W85
16744,W86,W86
16745,RXT,RXT
16746,BVB,BVB
16747,CA8,CA8
16748,WAY,WAY
16749,BW2,BW2
16750,W7M,W7M
16751,W7N,W7N
16752,WL3,WL3
16753,REM,REM
16754,RF7,RF7
16755,WJZ,WJZ
16756,RFA,RFA
16757,RFB,RFB
16758,WJ1,WJ1
16759,RFM,RFM
16760,RFV,RFV
16761,RFX,RFX
16762,RG2,RG2
16763,WI4,WI4
16764,CA6,CA6
16765,BLF,BLF
16766,WHW,WHW
16767,WHU,WHU
16768,WHJ,WHJ
16769,WHH,WHH
16770,WHA,WHA
16771,C9E,C9E
16772,C9B,C9B
16773,W7Q,W7Q
16774,REI,REI
16775,W7P,W7P
16776,W7O,W7O
16777,C8O,C8O
16778,RUN,RUN
16779,RUO,RUO
16780,WA2,WA2
16781,SAB,SAB-like
16782,RZ5,SAB-like
16783,N13,N13
16784,RZM,RZM
16785,N0P,N0P
16786,S49,S49-like
16787,S00,S49-like
16788,S03,S03
16789,C8Z,C8Z
16790,BTG,BTG
16791,BTF,BTF
16792,BTE,BTE
16793,BTD,BTD
16794,C92,C92
16795,BT9,BT9
16796,RPR,RPR
16797,C93,C93
16798,BT7,BT7
16799,C94,C94
16800,MZR,MZR
16801,C95,C95
16802,RQX,RQX
16803,N16,N16
16804,N2N,N2N
16805,N2M,N2M
16806,BW8,BW8
16807,BWH,BWH
16808,C8S,C8S
16809,BWS,BWS
16810,RUT,RUT
16811,RUX,RUX
16812,WA1,WA1
16813,RV1,RV1
16814,RVE,RVE
16815,CQK,CQK-like
16816,BWZ,CQK-like
16817,D20,D20-like
16818,C6D,D20-like
16819,C4G,D20-like
16820,BWV,D20-like
16821,RYY,RYY
16822,W9M,W9M
16823,W9L,W9L
16824,W94,W94
16825,S19,S19
16826,BWR,BWR
16827,W91,W91
16828,S0L,S0L
16829,W8Z,W8Z
16830,W8X,W8X
16831,C8R,C8R
16832,S12,S12
16833,W88,W88
16834,W87,W87
16835,S14,S14
16836,RF4,RF4
16837,RCA,RCA
16838,W45,W45
16839,VYF,VYF
16840,RJR,RJR
16841,RJW,RJW
16842,RI8,RI8
16843,BDS,BDS
16844,RGP,RGP
16845,BDQ,BDQ
16846,RGZ,RGZ
16847,RH2,RH2
16848,BDO,BDO
16849,VYE,VYE
16850,BDM,BDM
16851,RHB,RHB
16852,RHO,RHO
16853,RHP,RHP
16854,VYD,VYD
16855,BCU,BCU
16856,BBY,BBY
16857,RN8,RN8
16858,RNA,RNA
16859,VXR,VXR
16860,VXO,VXO
16861,RNN,RNN
16862,RO2,RO2
16863,RJN,RJN
16864,VYR,VYR
16865,RC5,RC5
16866,RJA,RJA
16867,CFE,CFE
16868,CFG,CFG
16869,W2X,W2X
16870,W73,W73
16871,VZV,VZV
16872,SIF,SIF
16873,SIG,SIG
16874,CFJ,CFJ
16875,SIL,SIL
16876,VSP,VSP
16877,BDZ,BDZ
16878,BDX,BDX
16879,RI9,RI9
16880,BDW,BDW
16881,BDV,BDV
16882,RIL,RIL
16883,RIN,RIN
16884,VSH,VSH
16885,RIV,RIV
16886,VSG,VSG
16887,RJ1,RJ1
16888,RJ6,RJ6
16889,VSF,VSF
16890,RO7,RO7
16891,VWW,VWW
16892,RN1,RN1
16893,VWS,VWS
16894,RCF,RCF
16895,WDX,WDX
16896,WDW,WDW
16897,RCM,RCM
16898,WDV,WDV
16899,C9J,C9J
16900,RCS,RCS
16901,RCX,RCX
16902,C9P,C9P
16903,BCJ,BCJ
16904,C9Q,C9Q
16905,WH6,WH6
16906,RBN,RBN
16907,C9Z,C9Z
16908,WMM,WMM
16909,RBQ,RBQ
16910,WMJ,WMJ
16911,RBS,RBS
16912,WLL,WLL
16913,RBU,RBU
16914,RC0,RC0
16915,RC1,RC1
16916,RC2,RC2
16917,RGE,RGE
16918,RGG,RGG
16919,WF3,WF3
16920,RM2,RM2
16921,RKN,RKN
16922,VWN,VWN
16923,BBH,BBH
16924,RLI,RLI
16925,BBZ,BBZ
16926,RM0,RM0
16927,VVV,VVV
16928,W74,W74
16929,W75,W75
16930,RM1,RM1
16931,W76,W76
16932,BC1,BC1
16933,RM8,RM8
16934,RMA,RMA
16935,WGG,WGG
16936,WG8,WG8
16937,RMD,RMD
16938,CC1,CC1
16939,RME,RME
16940,C9D,C9D
16941,WF8,WF8
16942,RMO,RMO
16943,SC0,SC0
16944,WVP,WVP
16945,CA7,CA7
16946,ZN0,ZN0
16947,ZN4,ZN4
16948,ZN6,ZN6
16949,ZN7,ZN7
16950,ZN8,ZN8
16951,V7V,V7V
16952,V7H,V7H
16953,ZN9,ZN9
16954,ZNA,ZNA
16955,CLZ,CLZ
16956,ZND,ZND
16957,CLU,CLU
16958,ZO0,ZO0
16959,ZOT,ZOT
16960,YMX,YMX
16961,XNA,XNA
16962,V78,V78
16963,V77,V77
16964,CP7,CP7
16965,CN6,CN6
16966,XNB,XNB
16967,XNC,XNC
16968,VAO,VAO
16969,VD5,VD5-like
16970,VD4,VD5-like
16971,VA1,VA1
16972,ZPA,ZPA
16973,Z5P,Z5P
16974,ZPF,ZPF
16975,CU6,CU6
16976,Z88,Z88
16977,ZI6,ZI6
16978,CRA,CRA
16979,Z79,Z79
16980,Z78,Z78
16981,CGR,CGR
16982,Z77,Z77
16983,Z75,Z75
16984,Z74,Z74
16985,ZGR,ZGR
16986,CJQ,CJQ
16987,COP,COP
16988,Z70,Z70
16989,CJT,CJT
16990,Z76,Z76
16991,CMA,CMA
16992,CM8,CM8
16993,VAC,VAC
16994,ZRG,ZRG
16995,ZRL,ZRL
16996,ZRM,ZRM
16997,ZS0,ZS0
16998,XND,XND
16999,YSV,YSV-like
17000,VD2,YSV-like
17001,CN5,CN5
17002,CPD,CPD
17003,CQE,CQE
17004,XM1,XM1
17005,XNZ,XNZ
17006,XQI,XQI
17007,V4E,V4E
17008,V45,V45
17009,CQH,CQH
17010,CKN,CKN
17011,XRA,XRA
17012,XRJ,XRJ
17013,CQM,CQM
17014,XRO,XRO
17015,XS2,XS2
17016,XS4,XS4
17017,V2H,V2H
17018,CKM,CKM
17019,CKJ,CKJ
17020,V2C,V2C
17021,V25,V25
17022,CQQ,CQQ
17023,CQS,CQS
17024,XQO,XQO
17025,VMP,VMP
17026,V5A,V5A
17027,XLX,XLX
17028,XLO,XLO
17029,CN4,CN4
17030,XNI,XNI
17031,VBZ,VBZ
17032,VAW,VAW
17033,VAP,VAP
17034,CO4,CO4
17035,V1N,V1N
17036,V12,V12
17037,XNL,XNL
17038,V0N,V0N
17039,COF,COF
17040,UXH,UXH
17041,XLF,XLF
17042,PRD,PRD-like
17043,COG,PRD-like
17044,XNN,XNN
17045,XNS,XNS
17046,XNV,XNV
17047,UWX,UWX
17048,XL2,XL2
17049,CMV,CMV
17050,V5X,V5X
17051,XLB,XLB
17052,CMM,CMM
17053,CU5,CU5
17054,Z25,Z25
17055,XOS,XOS
17056,ZX6,ZX6
17057,ZXA,ZXA
17058,ZXB,ZXB
17059,YOL,YOL
17060,YOK,YOK
17061,CRI,CRI
17062,CRJ,CRJ
17063,CRL,CRL
17064,YTT,YTT
17065,YTR,YTR
17066,CHV,CHV
17067,CHR,CHR
17068,CIQ,CIQ
17069,CRV,CRV
17070,CJN,CJN
17071,CJM,CJM
17072,CJK,CJK
17073,ZW2,ZW2
17074,ZVZ,ZVZ
17075,ZVY,ZVY
17076,YSH,YSH
17077,CS7,CS7
17078,ZT0,ZT0
17079,ZT4,ZT4
17080,ZX9,ZX9
17081,ZX5,ZX5
17082,ZMK,ZMK
17083,ZX1,ZX1-like
17084,ZX0,ZX1-like
17085,Z17,Z17
17086,Z18,Z18
17087,CIL,CIL
17088,Z13,Z13
17089,Z1E,Z1E
17090,Z0M,Z0M
17091,ZO8,ZO8-like
17092,Z0B,ZO8-like
17093,Z06,Z06
17094,YUG,YUG
17095,YUI,YUI
17096,YVN,YVN
17097,CSV,CSV-like
17098,CSQ,CSV-like
17099,Z00,Z00
17100,CNO,CNO
17101,CT0,CT0
17102,YWN,YWN
17103,YTW,YTW
17104,YWZ,YWZ
17105,CT8,CT8-like
17106,CT6,CT8-like
17107,YY5,YY5
17108,YY7,YY7
17109,YY9,YY9
17110,ZXD,ZXD
17111,ZTW,ZTW
17112,CS9,CS9
17113,ZTX,ZTX
17114,CTB,CTB
17115,CV8,CV8
17116,CIP,CIP
17117,CJP,CJP
17118,CGK,CGK
17119,ZBF,ZBF
17120,CU8,CU8
17121,CG9,CG9
17122,Z5A,Z5A
17123,CTM,CTM
17124,CG8,CG8
17125,ZYI,ZYI
17126,CG5,CG5
17127,Z4Y,Z4Y
17128,Z47,Z47
17129,Z3R,Z3R
17130,Z3Q,Z3Q
17131,CG,CG
17132,CTU,CTU
17133,CGM,CGM
17134,CHJ,CHJ
17135,ZIR,ZIR
17136,ZKW,ZKW
17137,CTZ,CTZ
17138,01A,01A
17139,ZZE,ZZE
17140,CV7,CV7
17141,ZAM,ZAM
17142,ZU3,ZU3
17143,YRO,YRO
17144,CJG,CJG
17145,ZUI,ZUI
17146,CJD,CJD
17147,NUF,NUF-like
17148,CUF,NUF-like
17149,CJC,CJC
